Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","646","Rwanda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","26.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","646","Rwanda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","24.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","646","Rwanda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","3.6","E","Estimated value",""
